Term,DF,IDF_BM25,Max_TF,Max_BM25_Score
irregular,8,5.1049,1,6.1492
arriv,8,5.1049,7,8.6226
seventeen,8,5.1049,2,5.9792
cruciform,8,5.1049,7,11.2017
glauert,8,5.1049,2,9.4187
land,8,5.1049,3,9.3911
right,8,5.1049,3,9.2403
impel,8,5.1049,13,12.03
relev,8,5.1049,2,8.0511
cap,8,5.1049,3,10.0903
trim,8,5.1049,5,10.0484
impuls,8,5.1049,2,9.3108
virtual,8,5.1049,3,8.7826
shadowgraph,8,5.1049,1,6.7628
hyperveloc,8,5.1049,2,9.3825
termin,8,5.1049,2,7.4374
contract,8,5.1049,2,8.2975
aim,8,5.1049,1,6.6887
oil,8,5.1049,4,10.5538
realiz,8,5.1049,2,6.6291
destabil,8,5.1049,1,5.4125
ioniz,8,5.1049,4,10.7872
truncat,8,5.1049,3,9.8725
vessel,8,5.1049,5,9.9177
bring,8,5.1049,1,6.9557
technolog,8,5.1049,1,5.7438
euler,8,5.1049,1,6.0878
forebodi,8,5.1049,7,10.0816
pipe,8,5.1049,3,9.5629
prior,8,5.1049,1,6.0878
top,8,5.1049,2,7.2388
falkner,8,5.1049,2,7.7938
hole,8,5.1049,9,11.3698
anemomet,8,5.1049,1,7.3319
fiftyzero,8,5.1049,2,8.2975
carbon,8,5.1049,2,10.1221
steel,8,5.1049,3,7.9265
discret,8,5.1049,4,9.5988
tension,8,5.1049,2,9.035
fast,8,5.1049,1,5.8823
maneuv,8,5.1049,2,8.4999
semivertex,8,5.1049,3,9.3432
join,8,5.1049,2,7.576
member,8,5.1049,3,8.6375
blockag,8,5.1049,2,9.0016
frame,8,5.1049,2,8.441
unstabl,8,5.1049,2,8.441
skan,8,5.1049,2,7.7938
exploratori,8,5.1049,2,7.5996
frequent,8,5.1049,1,6.0276
turbojet,8,5.1049,2,8.4999
windward,8,5.1049,2,6.7019
airflow,8,5.1049,3,7.2945
unyaw,8,5.1049,2,8.62
gross,8,5.1049,2,8.1045
visual,8,5.1049,2,8.1045
wherebi,8,5.1049,1,6.4756
fit,9,4.9936,1,6.1707
airstream,9,4.9936,1,6.6897
generalis,9,4.9936,2,8.7731
routin,9,4.9936,2,7.8756
shall,9,4.9936,3,9.9252
ionize,9,4.9936,3,9.2339
logarithm,9,4.9936,2,7.7478
buffet,9,4.9936,2,7.9017
effort,9,4.9936,1,5.8102
keep,9,4.9936,2,7.8756
read,9,4.9936,3,8.6535
homogen,9,4.9936,1,7.0451
rarefi,9,4.9936,2,8.4922
emiss,9,4.9936,2,7.32
sideslip,9,4.9936,3,9.9252
instead,9,4.9936,1,5.8102
absorb,9,4.9936,1,5.248
abl,9,4.9936,2,6.7987
argon,9,4.9936,3,7.7876
topic,9,4.9936,1,7.0451
foreign,9,4.9936,2,8.1444
orient,9,4.9936,1,6.2028
joint,9,4.9936,3,8.6745
retain,9,4.9936,1,6.6524
absenc,9,4.9936,2,5.8673
middl,9,4.9936,4,8.673
nusselt,9,4.9936,1,5.6453
fuel,9,4.9936,3,9.3791
reciproc,9,4.9936,4,10.1699
explan,9,4.9936,2,7.0451
toler,9,4.9936,2,6.2307
handl,9,4.9936,2,6.8181
sometim,9,4.9936,1,5.248
adapt,9,4.9936,1,5.6187
qualiti,9,4.9936,1,6.6155
net,9,4.9936,1,6.7274
nonvisc,9,4.9936,2,8.5838
devic,9,4.9936,1,6.4371
break,9,4.9936,1,5.4147
leav,9,4.9936,1,5.4643
verif,9,4.9936,1,6.2028
delay,9,4.9936,2,7.1022
statist,9,4.9936,2,6.7794
receiv,9,4.9936,1,6.8826
domin,9,4.9936,3,7.5574
scheme,9,4.9936,2,7.1447
everi,9,4.9936,2,6.8969
depth,9,4.9936,5,10.0109
durat,9,4.9936,4,6.8041
convers,9,4.9936,1,5.782
pertain,9,4.9936,1,5.8102
aileron,9,4.9936,9,11.0287
promis,9,4.9936,1,4.9436
therebi,9,4.9936,1,5.6721
imping,9,4.9936,4,8.9328
moreov,9,4.9936,1,5.9256
reentri,9,4.9936,3,9.0932
damag,9,4.9936,5,11.1108
cascad,9,4.9936,6,11.2364
apex,9,4.9936,3,7.9963
lowest,9,4.9936,4,9.4829
interfac,9,4.9936,2,8.741
devot,9,4.9936,1,6.8041
led,9,4.9936,1,7.0451
environ,9,4.9936,3,9.0701
theorem,9,4.9936,5,10.8878
hydrogen,9,4.9936,3,8.4096
similitud,9,4.9936,6,11.1583
minut,9,4.9936,2,6.5429
rigor,10,4.8936,2,8.8578
seen,10,4.8936,2,7.285
tool,10,4.8936,2,6.2076
couett,10,4.8936,3,9.863
away,10,4.8936,1,5.4043
freestream,10,4.8936,3,9.6993
action,10,4.8936,5,8.28
dash,10,4.8936,2,6.2076
devis,10,4.8936,1,5.585
optic,10,4.8936,2,8.1765
sublay,10,4.8936,3,9.5152
stand,10,4.8936,2,5.7599
collect,10,4.8936,2,8.661
gasdynam,10,4.8936,3,8.4801
matrix,10,4.8936,5,10.535
greatest,10,4.8936,2,9.1704
arbitrarili,10,4.8936,1,6.9449
perige,10,4.8936,6,10.5984
ultim,10,4.8936,1,5.7781
uniqu,10,4.8936,2,6.1058
attain,10,4.8936,2,7.7433
remov,10,4.8936,1,6.2076
nation,10,4.8936,2,7.2176
specimen,10,4.8936,3,9.0024
centrifug,10,4.8936,2,7.3538
expon,10,4.8936,2,6.706
behav,10,4.8936,2,5.098
identifi,10,4.8936,1,5.9852
sink,10,4.8936,3,8.3989
serious,10,4.8936,2,6.0471
true,10,4.8936,1,6.3423
oseen,10,4.8936,4,9.5838
lack,10,4.8936,1,5.2585
elementari,10,4.8936,1,6.706
see,10,4.8936,1,5.7497
fivezero,10,4.8936,4,8.972
isol,10,4.8936,2,7.2176
contrast,10,4.8936,1,5.9852
kinemat,10,4.8936,1,5.4803
diagram,10,4.8936,2,7.7178
collaps,10,4.8936,3,9.4384
merit,10,4.8936,1,6.7447
group,10,4.8936,3,9.4384
membran,10,4.8936,5,11.3975
hover,10,4.8936,4,9.861
eccentr,10,4.8936,4,10.6466
slow,10,4.8936,1,4.7462
graph,10,4.8936,3,8.7772
pertin,10,4.8936,3,7.7495
proceed,10,4.8936,2,8.4727
axe,10,4.8936,2,7.5679
suppli,10,4.8936,2,8.9254
lee,10,4.8936,4,9.3486
input,10,4.8936,2,8.3816
predomin,10,4.8936,2,6.3203
bluff,10,4.8936,3,8.3589
sweepback,10,4.8936,5,10.748
inelast,10,4.8936,3,8.6473
doubt,10,4.8936,1,6.7838
eighteen,10,4.8936,2,6.2742
feet,10,4.8936,4,8.6246
tentat,10,4.8936,1,5.8068
unifi,10,4.8936,2,8.5346
continuum,11,4.8026,2,6.6193
rotor,11,4.8026,8,11.5346
choke,11,4.8026,3,8.9299
incorpor,11,4.8026,2,6.9336
van,11,4.8026,2,8.5634
ad,11,4.8026,1,6.7756
map,11,4.8026,2,7.3558
other,11,4.8026,2,8.5634
annular,11,4.8026,5,10.2104
wider,11,4.8026,1,6.2926
adjust,11,4.8026,2,6.3273
expos,11,4.8026,3,9.4928
otherwis,11,4.8026,1,6.4337
serv,11,4.8026,2,6.8714
comment,11,4.8026,1,7.2007
tilt,11,4.8026,3,9.1158
fin,11,4.8026,9,12.0296
instanc,11,4.8026,2,6.6331
distinct,11,4.8026,2,6.79
band,11,4.8026,6,10.5344
say,11,4.8026,1,5.1376
pair,11,4.8026,3,7.3615
conform,11,4.8026,2,7.6246
travers,11,4.8026,2,8.5955
hyperbol,11,4.8026,2,7.2171
framework,11,4.8026,1,5.844
infinitesim,11,4.8026,1,6.2926
algebra,11,4.8026,2,6.8714
accomplish,11,4.8026,2,5.844
piston,11,4.8026,7,10.7788
constraint,11,4.8026,4,10.1484
suppos,11,4.8026,1,5.534
shroud,11,4.8026,4,10.239
trace,11,4.8026,1,5.9347
eddi,11,4.8026,4,9.4584
intersect,11,4.8026,3,7.0741
penetr,11,4.8026,2,7.5001
satisfactorili,11,4.8026,1,5.5074
isotrop,11,4.8026,3,9.1158
justifi,11,4.8026,1,5.4037
junction,11,4.8026,3,9.8176
absolut,11,4.8026,2,7.3323
isotherm,12,4.7192,3,7.7497
format,12,4.7192,3,7.322
onset,12,4.7192,2,7.9407
arrang,12,4.7192,4,8.6523
owe,12,4.7192,1,5.8016
care,12,4.7192,2,6.0139
univers,12,4.7192,2,6.0833
fall,12,4.7192,2,5.3099
intend,12,4.7192,1,6.5421
simplic,12,4.7192,1,6.2868
capabl,12,4.7192,1,5.2604
reliabl,12,4.7192,2,6.9177
sixteen,12,4.7192,2,7.997
play,12,4.7192,1,5.9235
feasibl,12,4.7192,1,6.1496
vector,12,4.7192,4,9.0155
gust,12,4.7192,6,10.8868
compos,12,4.7192,1,6.1496
orthotrop,12,4.7192,4,10.3855
instrument,12,4.7192,4,9.3714
polar,12,4.7192,6,9.5078
experienc,12,4.7192,2,7.6188
former,12,4.7192,1,6.0184
contact,12,4.7192,7,7.9712
extrapol,12,4.7192,2,5.9037
boom,12,4.7192,6,10.6446
apparatus,12,4.7192,4,9.6521
technic,12,4.7192,1,5.7719
capac,12,4.7192,9,11.0007
twist,12,4.7192,3,9.5653
recombin,12,4.7192,5,9.2587
calibr,12,4.7192,3,7.8033
literatur,12,4.7192,2,6.2644
row,12,4.7192,4,7.9508
radii,12,4.7192,1,6.2175
conveni,12,4.7192,2,6.4302
undisturb,12,4.7192,3,7.9407
drop,12,4.7192,2,6.2127
flexur,12,4.7192,5,9.9975
interv,12,4.7192,2,6.2868
activ,12,4.7192,2,7.8033
automat,12,4.7192,3,9.3538
complic,12,4.7192,1,6.467
highest,12,4.7192,2,5.8016
oxygen,12,4.7192,2,7.0695
semiempir,12,4.7192,2,7.5172
sens,12,4.7192,1,5.3604
chapman,12,4.7192,2,7.6188
surround,12,4.7192,2,7.9688
bear,12,4.7192,2,8.6074
whether,12,4.7192,2,7.1141
put,12,4.7192,1,6.3937
necessarili,13,4.6423,1,5.7965
centr,13,4.6423,3,8.2849
remark,13,4.6423,1,5.952
emphasi,13,4.6423,1,5.9841
criteria,13,4.6423,4,9.3153
metal,13,4.6423,3,8.0837
interior,13,4.6423,2,6.6619
cycl,13,4.6423,3,9.8552
excess,13,4.6423,2,6.254
segment,13,4.6423,2,6.4866
isentrop,13,4.6423,3,8.0252
accompani,13,4.6423,1,4.8573
throat,13,4.6423,3,9.436
pictur,13,4.6423,2,5.1833
held,13,4.6423,1,5.248
slowli,13,4.6423,1,6.1161
duct,13,4.6423,4,10.3351
artifici,13,4.6423,3,5.8689
charg,13,4.6423,4,9.745
hydrostat,13,4.6423,3,9.0021
role,13,4.6423,2,5.7772
circul,13,4.6423,3,7.5517
frozen,13,4.6423,4,9.3546
sampl,13,4.6423,2,8.5322
slot,13,4.6423,4,9.1759
hold,13,4.6423,1,5.952
vtol,13,4.6423,4,8.8156
unswept,13,4.6423,2,7.2974
reveal,13,4.6423,1,5.6778
zone,13,4.6423,3,9.3828
primari,13,4.6423,4,5.9057
sandwich,13,4.6423,6,10.2296
transpir,13,4.6423,3,9.1006
reattach,14,4.5708,6,9.9954
turbin,14,4.5708,5,10.7294
diminish,14,4.5708,1,5.3442
lighthil,14,4.5708,3,7.4294
prevent,14,4.5708,3,7.506
cold,14,4.5708,6,8.537
assess,14,4.5708,2,8.2114
inlet,14,4.5708,3,7.0917
disk,14,4.5708,3,8.8396
readili,14,4.5708,2,7.2087
singular,14,4.5708,4,9.2301
entropi,14,4.5708,4,8.2536
life,14,4.5708,4,9.4789
water,14,4.5708,10,10.9854
modulus,14,4.5708,5,10.7718
earli,14,4.5708,1,5.2669
central,14,4.5708,2,7.7731
graviti,14,4.5708,6,9.6141
polynomi,14,4.5708,4,9.595
begin,14,4.5708,2,6.1184
written,14,4.5708,2,6.2279
movement,14,4.5708,4,7.853
scope,14,4.5708,1,4.5819
facil,14,4.5708,1,6.4869
strip,14,4.5708,5,9.1609
slab,14,4.5708,4,10.1288
done,14,4.5708,2,7.5579
ogiv,14,4.5708,3,8.4989
spectrum,14,4.5708,2,7.3792
cours,14,4.5708,1,5.6776
ordin,14,4.5708,3,8.0571
round,15,4.5041,4,9.3118
blasius,15,4.5041,4,8.854
trajectori,15,4.5041,2,7.8841
perpendicular,15,4.5041,2,6.9656
acoust,15,4.5041,12,10.667
refin,15,4.5041,2,7.5258
self,15,4.5041,2,7.2227
neutral,15,4.5041,4,6.4609
particl,15,4.5041,8,10.5066
slipstream,15,4.5041,9,10.1473
gave,15,4.5041,2,8.1528
represent,15,4.5041,2,5.8375
ambient,15,4.5041,2,6.1673
ablat,15,4.5041,7,10.4742
linearis,15,4.5041,6,10.24
multipl,15,4.5041,1,5.7748
minor,15,4.5041,2,6.9656
lie,15,4.5041,2,5.9015
futur,15,4.5041,2,6.3922
travel,15,4.5041,2,5.6535
sweptback,15,4.5041,2,7.9131
run,15,4.5041,4,9.3118
summari,15,4.5041,2,6.4691
combust,15,4.5041,8,9.8047
inclin,15,4.5041,4,7.2804
excel,15,4.5041,1,6.0679
emphas,15,4.5041,1,5.934
rae,15,4.5041,4,8.7267
etc,15,4.5041,2,6.1673
horizont,15,4.5041,5,8.9693
might,15,4.5041,3,6.6073
coolant,15,4.5041,3,8.0584
match,15,4.5041,2,8.1221
blast,15,4.5041,3,8.8783
famili,15,4.5041,2,6.9882
harmon,15,4.5041,2,6.9882
drawn,15,4.5041,2,6.7532
aeronaut,16,4.4416,4,9.2024
exponenti,16,4.4416,4,7.4699
definit,16,4.4416,1,6.0519
nitrogen,16,4.4416,4,9.4693
discrep,16,4.4416,4,6.877
sensit,16,4.4416,1,6.2663
opposit,16,4.4416,3,7.0493
furthermor,16,4.4416,2,5.4424
alon,16,4.4416,3,6.8521
atom,16,4.4416,2,7.6075
taylor,16,4.4416,4,7.2903
though,16,4.4416,2,5.6152
equip,16,4.4416,1,5.575
bound,16,4.4416,4,8.3422
rule,16,4.4416,3,8.9019
summar,16,4.4416,1,6.0866
molecular,16,4.4416,6,9.0118
balanc,16,4.4416,3,5.7715
yet,16,4.4416,2,6.0519
often,16,4.4416,3,7.2194
aluminum,16,4.4416,3,6.8966
arc,16,4.4416,3,7.5868
fli,16,4.4416,2,7.244
difficult,16,4.4416,1,5.1931
verifi,16,4.4416,2,5.9454
confirm,16,4.4416,1,5.6643
best,16,4.4416,1,5.2705
mark,16,4.4416,1,5.2187
sinusoid,16,4.4416,6,9.698
crocco,16,4.4416,4,8.7836
fourier,16,4.4416,2,5.8633
easili,16,4.4416,1,6.0519
spread,16,4.4416,3,7.3589
secondari,16,4.4416,3,7.0515
fail,16,4.4416,2,7.0281
prove,16,4.4416,1,5.7879
enabl,16,4.4416,2,7.075
systemat,16,4.4416,2,6.0299
inner,17,4.3827,2,6.9122
nonequilibrium,17,4.3827,5,8.9068
accept,17,4.3827,1,5.8062
primarili,17,4.3827,1,5.9717
choic,17,4.3827,1,5.3331
rayleigh,17,4.3827,2,7.2721
orbit,17,4.3827,5,9.9426
corner,17,4.3827,5,8.3651
contour,17,4.3827,4,7.9204
obliqu,17,4.3827,3,8.1252
progress,17,4.3827,2,6.67
impos,17,4.3827,3,8.1252
simplif,17,4.3827,2,7.8735
stall,17,4.3827,11,10.6678
cantilev,17,4.3827,4,8.3895
hydrodynam,17,4.3827,2,5.8667
proper,17,4.3827,2,7.5609
altern,17,4.3827,2,8.1492
simpler,17,4.3827,2,6.124
nomin,17,4.3827,2,7.247
decay,17,4.3827,4,9.1003
year,17,4.3827,2,5.2007
guid,17,4.3827,1,5.5893
sheet,17,4.3827,3,8.0627
slip,17,4.3827,4,9.4068
elimin,17,4.3827,2,5.388
beam,17,4.3827,5,9.428
idea,17,4.3827,1,6.006
flux,17,4.3827,5,9.351
increment,17,4.3827,4,8.2087
sudden,17,4.3827,2,7.0046
infin,17,4.3827,1,5.2528
channel,17,4.3827,6,10.4444
understand,17,4.3827,2,7.844
propag,17,4.3827,5,9.013
graphic,18,4.3272,1,6.1049
alloy,18,4.3272,3,8.1917
aeroelast,18,4.3272,3,8.2352
flap,18,4.3272,27,11.375
dimensionless,18,4.3272,2,5.6039
appendix,18,4.3272,4,8.0887
mention,18,4.3272,1,5.5779
herein,18,4.3272,2,5.0069
immedi,18,4.3272,2,5.6039
vanish,18,4.3272,3,7.3216
nonuniform,18,4.3272,5,8.8987
fourth,18,4.3272,3,8.9737
ident,18,4.3272,2,6.1911
name,18,4.3272,2,5.2617
back,18,4.3272,2,5.6192
stabl,18,4.3272,3,7.6844
impact,18,4.3272,3,9.3244
fourteen,18,4.3272,2,6.4419
enough,18,4.3272,2,6.1543
call,18,4.3272,2,6.3822
deceler,18,4.3272,7,9.5958
rest,18,4.3272,2,7.8624
pitot,18,4.3272,8,9.2254
random,19,4.2745,7,9.8717
clear,19,4.2745,2,5.8243
medium,19,4.2745,6,9.749
hand,19,4.2745,2,6.8777
donnel,19,4.2745,3,9.0477
fraction,19,4.2745,1,5.1232
navier,19,4.2745,4,7.6504
exhibit,19,4.2745,2,6.6106
thirteen,19,4.2745,2,6.547
tangent,19,4.2745,4,8.8135
triangular,19,4.2745,3,7.7443
conjunct,19,4.2745,1,5.6944
advanc,19,4.2745,3,7.8435
dissip,19,4.2745,4,7.8672
chordwis,19,4.2745,3,7.2952
electron,19,4.2745,3,7.0437
rear,19,4.2745,5,7.906
record,19,4.2745,2,5.8243
propuls,19,4.2745,7,9.8717
open,19,4.2745,3,7.2692
wire,20,4.2245,2,5.3589
conserv,20,4.2245,5,9.5961
deduc,20,4.2245,2,5.4751
attribut,20,4.2245,2,5.5614
specifi,20,4.2245,3,7.0481
phase,20,4.2245,3,7.4651
compressor,20,4.2245,13,10.59
sweep,20,4.2245,5,8.4771
alway,20,4.2245,3,6.967
mount,20,4.2245,6,8.6202
distort,20,4.2245,3,7.1989
quasi,20,4.2245,8,9.4682
adequ,20,4.2245,2,5.8347
pass,20,4.2245,2,5.7891
like,20,4.2245,2,5.2749
minim,20,4.2245,3,6.6189
shallow,20,4.2245,7,9.5454
expand,20,4.2245,2,6.5545
believ,20,4.2245,2,6.0443
nondimension,20,4.2245,2,6.0807
head,20,4.2245,5,8.8089
ring,20,4.2245,4,9.1582
wherea,20,4.2245,2,4.8679
charact,20,4.2245,1,5.96
character,20,4.2245,2,5.2848
digit,20,4.2245,2,7.4769
whole,20,4.2245,2,5.6708
especi,20,4.2245,1,5.7561
machin,20,4.2245,5,7.8204
suction,20,4.2245,8,9.2277
downwash,20,4.2245,4,7.7454
streamwis,21,4.1769,3,6.8123
ahead,21,4.1769,4,7.9477
difficulti,21,4.1769,2,5.7239
criterion,21,4.1769,6,8.3682
taper,21,4.1769,3,6.1416
question,21,4.1769,1,5.7903
discontinu,21,4.1769,4,8.1217
photograph,21,4.1769,3,6.6
aid,21,4.1769,2,5.6912
select,21,4.1769,2,5.6271
fuselag,21,4.1769,3,7.0673
toward,21,4.1769,2,5.6867
peak,21,4.1769,6,9.19
standard,21,4.1769,3,7.2382
divid,21,4.1769,1,5.2154
fine,21,4.1769,5,8.4874
introduct,21,4.1769,1,5.1883
parabol,21,4.1769,6,7.8731
seem,21,4.1769,2,6.9066
earth,21,4.1769,4,8.0778
oscillatori,21,4.1769,4,9.2345
coupl,21,4.1769,6,8.943
adiabat,21,4.1769,2,7.1541
quantit,22,4.1314,2,5.9288
mixtur,22,4.1314,5,7.5826
intermedi,22,4.1314,3,7.9046
root,22,4.1314,6,9.5749
subsequ,22,4.1314,2,5.079
figur,22,4.1314,2,6.9031
consequ,22,4.1314,1,5.4132
varieti,22,4.1314,2,6.5158
almost,22,4.1314,1,5.6293
maintain,22,4.1314,3,6.073
liquid,22,4.1314,6,9.2751
fatigu,22,4.1314,5,9.7749
overal,22,4.1314,4,9.1979
situat,22,4.1314,2,5.8239
camber,22,4.1314,4,7.3219
ballist,22,4.1314,6,7.9547
weak,22,4.1314,2,7.2583
amplitud,22,4.1314,3,6.2876
width,22,4.1314,5,8.1727
earlier,22,4.1314,2,7.3121
freedom,22,4.1314,4,7.9884
outlin,22,4.1314,2,6.4309
flexibl,22,4.1314,7,8.8792
molecul,23,4.0879,4,8.8737
transport,23,4.0879,5,8.1952
planform,23,4.0879,7,8.3974
still,23,4.0879,2,6.9768
composit,23,4.0879,5,8.8968
somewhat,23,4.0879,1,5.1312
explain,23,4.0879,3,6.2394
probabl,23,4.0879,3,5.6609
loss,23,4.0879,4,8.602
program,23,4.0879,5,8.9786
revers,23,4.0879,6,9.3383
advers,23,4.0879,4,7.0234
unit,23,4.0879,4,8.1347
act,23,4.0879,2,7.456
unknown,23,4.0879,4,7.3401
third,23,4.0879,3,8.2161
chosen,23,4.0879,2,6.7595
stiff,23,4.0879,6,8.7544
better,23,4.0879,3,6.5754
alter,23,4.0879,1,5.1312
vicin,23,4.0879,2,6.0857
histori,23,4.0879,2,5.7121
respons,23,4.0879,6,8.8737
excit,23,4.0879,3,7.4251
tail,23,4.0879,10,9.8846
pohlhausen,23,4.0879,3,6.6956
common,24,4.0463,2,6.7845
dimens,24,4.0463,2,7.2418
check,24,4.0463,2,5.3604
schlieren,24,4.0463,3,6.3936
station,24,4.0463,2,6.3605
princip,24,4.0463,2,5.8115
bow,24,4.0463,2,6.0997
invers,24,4.0463,4,8.1365
adjac,24,4.0463,2,7.2148
insul,24,4.0463,4,7.7624
volum,24,4.0463,6,9.2231
doubl,24,4.0463,3,6.1384
anoth,24,4.0463,1,5.4511
imperfect,24,4.0463,5,8.9251
favor,24,4.0463,3,6.0345
stoke,24,4.0463,5,7.9385
perturb,24,4.0463,5,8.3211
plot,24,4.0463,3,6.7823
fluctuat,24,4.0463,7,9.0328
product,25,4.0063,7,9.0767
langley,25,4.0063,2,6.1957
henc,25,4.0063,2,6.9364
complex,25,4.0063,3,6.684
spanwis,25,4.0063,4,7.6079
trend,25,4.0063,2,5.6475
smaller,25,4.0063,2,5.2166
avoid,25,4.0063,3,6.2478
iter,25,4.0063,6,9.4473
foot,25,4.0063,4,7.3138
object,25,4.0063,3,8.0071
magnetohydrodynam,25,4.0063,2,7.6885
advantag,25,4.0063,2,5.1366
kinet,25,4.0063,2,6.534
resist,25,4.0063,7,8.8724
extrem,25,4.0063,6,8.0263
core,25,4.0063,7,9.1636
growth,25,4.0063,5,9.1525
prescrib,25,4.0063,4,8.4055
tabul,26,3.9678,3,7.7361
seventi,26,3.9678,2,5.7284
deviat,26,3.9678,4,7.4607
effici,26,3.9678,6,8.4574
symmetri,26,3.9678,2,6.3414
circumferenti,26,3.9678,3,7.5713
beyond,26,3.9678,2,6.1562
littl,26,3.9678,2,4.662
stage,26,3.9678,14,9.754
extent,26,3.9678,3,5.5158
roll,26,3.9678,6,8.8283
tip,26,3.9678,6,9.035
recoveri,26,3.9678,3,7.2094
geometr,26,3.9678,2,7.2369
start,26,3.9678,4,7.5348
face,27,3.9308,5,7.8669
hot,27,3.9308,5,6.8263
behaviour,27,3.9308,3,7.791
contribut,27,3.9308,3,6.3226
replac,27,3.9308,3,6.0381
detach,27,3.9308,4,8.5214
desir,27,3.9308,2,5.9632
relax,27,3.9308,5,7.75
relationship,27,3.9308,3,8.1516
throughout,28,3.895,2,6.1633
plan,28,3.895,5,7.0088
stationari,28,3.895,3,7.1588
laboratori,28,3.895,2,7.0238
explicit,28,3.895,2,5.5278
smooth,28,3.895,3,5.5397
tend,28,3.895,2,6.3744
intens,28,3.895,5,8.0701
optimum,28,3.895,4,7.6149
naca,28,3.895,6,7.7601
class,28,3.895,6,6.0725
element,28,3.895,9,9.1091
light,28,3.895,2,5.4952
turn,28,3.895,3,6.0043
afterbodi,29,3.8606,11,8.6057
view,29,3.8606,2,7.1229
exhaust,29,3.8606,7,8.036
nois,29,3.8606,8,8.7527
negat,29,3.8606,5,8.1785
von,29,3.8606,2,5.7472
acceler,29,3.8606,4,7.9813
encount,29,3.8606,1,4.9764
phenomenon,29,3.8606,2,5.2602
period,29,3.8606,3,6.5887
porous,29,3.8606,8,8.8922
plastic,30,3.8272,9,8.9118
least,30,3.8272,2,7.1721
exit,30,3.8272,8,8.7313
aerofoil,30,3.8272,7,8.5314
chart,30,3.8272,6,8.7566
brief,30,3.8272,1,5.2447
enter,30,3.8272,2,6.6505
regim,30,3.8272,8,7.7769
quit,30,3.8272,2,5.6102
airplan,30,3.8272,7,7.8445
nineti,30,3.8272,3,6.1787
eleven,30,3.8272,2,5.0245
fulli,30,3.8272,2,6.2634
exceed,30,3.8272,3,6.7965
knowledg,30,3.8272,2,5.2447
thermodynam,31,3.795,4,7.9621
fact,31,3.795,2,5.4297
reaction,31,3.795,5,8.8216
concentr,31,3.795,3,6.6185
inch,31,3.795,2,6.7416
pure,31,3.795,4,7.3527
empir,31,3.795,3,7.7578
hemispher,31,3.795,8,7.8312
straight,31,3.795,4,7.8969
outsid,31,3.795,2,6.1894
full,31,3.795,8,8.4264
path,31,3.795,3,7.8473
fundament,31,3.795,3,5.8798
clamp,31,3.795,5,8.153
missil,32,3.7637,6,8.8081
phenomena,32,3.7637,4,7.5051
ground,32,3.7637,7,8.5493
current,32,3.7637,2,6.6613
satellit,32,3.7637,5,8.2637
twelv,32,3.7637,9,9.0177
streamlin,32,3.7637,3,6.4696
step,32,3.7637,5,7.6003
torsion,32,3.7637,4,7.9884
publish,33,3.7334,3,6.152
principl,33,3.7334,5,7.6382
real,33,3.7334,3,6.7323
preliminari,33,3.7334,2,5.7182
blade,33,3.7334,10,8.8554
place,33,3.7334,2,4.9735
connect,33,3.7334,1,5.0869
thrust,33,3.7334,9,8.9667
front,33,3.7334,3,6.4875
swept,33,3.7334,3,7.4826
vortex,33,3.7334,12,8.4192
find,33,3.7334,7,8.9431
error,33,3.7334,3,6.4853
attach,33,3.7334,4,7.1622
evid,34,3.704,1,4.7236
rather,34,3.704,2,5.8805
descript,34,3.704,2,5.8417
space,34,3.704,2,6.5556
rocket,34,3.704,10,8.8075
side,34,3.704,9,8.2072
height,34,3.704,8,8.5305
failur,34,3.704,4,6.9647
satisfi,34,3.704,4,7.2648
deal,34,3.704,2,5.2257
appar,34,3.704,3,5.861
rigid,34,3.704,4,8.4228
regard,34,3.704,2,6.2106
analys,34,3.704,2,5.0429
uniti,35,3.6754,4,6.2504
reflect,35,3.6754,15,8.0945
need,35,3.6754,2,5.3224
delta,35,3.6754,3,6.8876
semi,35,3.6754,2,6.1627
interpret,35,3.6754,2,6.505
creep,35,3.6754,9,8.8854
eighti,35,3.6754,3,5.9337
modif,35,3.6754,2,5.7211
radiat,35,3.6754,6,7.8358
achiev,35,3.6754,2,5.7025
enthalpi,35,3.6754,6,7.87
transient,35,3.6754,6,8.0991
simul,35,3.6754,4,7.8534
sourc,35,3.6754,8,8.0765
propel,35,3.6754,12,8.7133
tabl,36,3.6476,3,7.5426
perfect,36,3.6476,3,6.7624
column,36,3.6476,11,8.8621
way,36,3.6476,2,5.2076
coordin,36,3.6476,4,7.1396
fair,36,3.6476,2,5.0379
util,36,3.6476,3,5.8409
stiffen,36,3.6476,6,8.5226
simultan,36,3.6476,3,6.1718
neglig,36,3.6476,2,5.8888
attent,36,3.6476,2,5.469
attempt,36,3.6476,2,5.2389
reach,36,3.6476,2,6.4798
major,36,3.6476,2,5.7151
engin,36,3.6476,7,7.7994
rough,36,3.6476,18,9.483
qualit,37,3.6206,1,4.6924
ideal,37,3.6206,4,7.3268
therefor,37,3.6206,1,4.451
quantiti,37,3.6206,3,5.8452
ellipt,37,3.6206,8,7.3714
radial,37,3.6206,7,7.852
convent,37,3.6206,2,5.4926
yaw,37,3.6206,10,8.6409
sound,37,3.6206,10,7.8827
spheric,37,3.6206,5,6.5346
upstream,38,3.5943,4,6.4658
instabl,38,3.5943,4,7.7493
gase,38,3.5943,3,6.7508
slope,38,3.5943,4,7.0933
karman,38,3.5943,2,5.3508
